15/06/2021,7:58,74.54,86.14,57.88,29.47,63.34,16.75
14/08/2022,12:37,62.30,69.00,50.80,61.99,34.58,43.58
06/02/2021,21:30,56.09,01.25,63.86,13.94,22.81,69.13
06/09/2022,10:24,70.26,46.30,61.82,08.08,95.44,00.55
13/02/2021,23:44,78.59,71.88,78.61,13.92,57.93,66.77
05/02/2022,5:04,25.52,21.24,21.32,66.45,73.33,19.16
14/05/2022,16:36,23.20,02.97,69.90,12.21,97.24,31.40
08/12/2022,16:09,09.45,15.41,68.06,02.68,46.77,33.74
24/08/2021,4:37,68.41,35.88,09.53,22.58,07.44,65.01
31/10/2021,17:27,61.97,25.06,28.26,20.49,12.53,37.03
19/10/2021,2:27,40.61,03.51,61.32,00.60,46.18,98.34
02/10/2021,20:34,94.72,06.47,07.65,10.04,58.47,45.11
28/11/2022,7:26,57.72,09.22,96.52,67.22,77.80,68.37
24/06/2022,5:21,24.94,58.92,05.78,90.99,01.22,04.60
21/03/2021,15:53,17.69,64.24,65.55,59.83,43.93,71.40
21/10/2022,21:29,76.35,85.40,50.84,96.18,04.31,84.76
03/03/2021,18:09,04.46,89.54,71.11,90.54,43.37,50.37
26/05/2022,12:47,47.11,20.32,67.15,42.79,33.33,34.41
10/07/2022,16:51,84.09,06.51,09.03,29.91,76.89,72.86
07/05/2022,1:09,88.74,79.22,10.78,40.11,67.23,61.02
01/11/2022,7:07,35.38,31.70,94.45,67.30,28.63,10.82
27/08/2022,12:07,42.96,23.39,20.97,05.44,60.15,02.58
20/11/2022,2:30,74.12,16.17,52.35,12.35,48.77,03.49
05/05/2021,14:46,47.90,64.68,15.93,76.84,00.90,27.51
11/02/2021,2:01,34.88,38.05,21.77,53.86,22.53,94.71
28/03/2021,22:23,41.69,15.73,99.98,18.02,70.00,06.02
03/02/2021,10:14,41.84,32.74,32.56,17.56,93.53,15.44
12/09/2022,14:01,74.76,70.77,43.88,98.82,29.25,10.20
24/01/2022,6:38,23.50,87.36,50.37,85.95,36.23,30.19
14/07/2021,17:21,15.86,76.49,93.43,76.04,47.17,77.30
07/09/2021,3:51,19.18,70.49,89.00,83.07,80.79,04.71
10/05/2022,22:57,98.14,53.83,27.74,57.67,22.37,31.15
02/01/2022,4:21,09.00,77.91,03.33,13.95,59.26,44.98
29/04/2021,2:41,16.40,84.69,48.81,72.21,54.18,48.80
28/02/2022,5:46,94.61,38.72,59.04,01.74,30.42,30.81
20/09/2022,9:08,72.71,22.39,42.87,67.65,62.71,02.68
18/09/2022,5:14,07.81,30.31,87.67,27.66,60.33,40.60
29/10/2022,20:52,62.21,40.56,71.15,59.58,20.79,04.17
23/04/2021,15:01,80.31,62.75,39.56,13.01,71.38,51.42
01/09/2021,0:50,71.47,09.63,76.58,55.28,80.01,97.64
07/12/2022,19:08,82.86,07.01,47.76,63.83,08.65,22.22
04/07/2022,6:57,76.48,55.03,95.98,38.61,01.21,42.12
15/03/2022,12:18,24.76,31.51,28.82,62.47,98.95,87.62
18/06/2021,13:11,14.50,07.83,58.20,19.51,23.54,74.03
08/07/2021,4:41,15.09,36.18,25.54,39.87,08.65,02.61
04/02/2022,10:17,03.93,86.91,54.43,29.26,08.15,91.68
15/01/2022,11:31,45.10,07.80,79.72,48.90,17.74,24.16
28/12/2021,12:26,17.00,73.52,91.09,06.25,14.52,50.10
23/03/2021,3:51,21.56,36.26,64.45,43.28,42.71,86.40
29/11/2021,6:37,63.34,92.18,95.89,65.56,49.91,04.30
